标题,"简写作者,期刊,时间,出版商",简写摘要,引用,被引用次数,文献链接
The association of HIV susceptibility testing with survival among HIV-infected patients receiving antiretroviral therapy: a cohort study,"FJ Palella Jr, C Armon, K Buchacz, SR Cole… - Annals of internal …, 2009 - acpjournals.org","… GPT measurement in all analyses. Eight hundred seventy-two (95%) patients who had GPT
… (75%) patients who did not have GPT. Median time from first plasma viral load determination …","Palella Jr, F. J., Armon, C., Buchacz, K., Cole, S. R., Chmiel, J. S., Novak, R. M., ... & HOPS (HIV Outpatient Study) Investigators*. (2009). The association of HIV susceptibility testing with survival among HIV-infected patients receiving antiretroviral therapy: a cohort study. Annals of internal medicine, 151(2), 73-84.",被引用次数：9,https://www.researchgate.net/profile/Carl-Armon/publication/26683845_The_Association_of_HIV_Susceptibility_Testing_With_Survival_Among_HIV-Infected_Patients_Receiving_Antiretroviral_Therapy_A_Cohort_Study/links/02bfe50ede93d35362000000/The-Association-of-HIV-Susceptibility-Testing-With-Survival-Among-HIV-Infected-Patients-Receiving-Antiretroviral-Therapy-A-Cohort-Study.pdf
GPT cryptosystem for information network security,"E Gabidulin, N Pilipchuk - International Conference on …, 2013 - ieeexplore.ieee.org","… , [5]) that first version of the GPT system is insecure for practical values of … We describe also
how the GPT cryptosystem can be … In Section VI we give an example of the GPT application to …","Gabidulin, E., & Pilipchuk, N. (2013, June). GPT cryptosystem for information network security. In International Conference on Information Society (i-Society 2013) (pp. 17-21). IEEE.",被引用次数：8,没有链接
[PDF] gpt-gus fusion gene for selection and marker in recombinant poxviruses,"JX Cao, C Upton - Biotechniques, 1997 - Future Science","… In conclusion, the gpt-gusA fusion gene reported in this communication provides both the …
This construct demonstrates the ability to make functional fusion proteins with both gpt and …","Cao, J., & Upton, C. (1997). gpt-gus fusion gene for selection and marker in recombinant poxviruses. Biotechniques, 22(2), 276-278.",被引用次数：8,https://www.future-science.com/doi/pdf/10.2144/97222bm17
Phenotypic changes and gene expression in human colon mucosal epithelial cells upon transfection of a SV40 DNA-GPT recombinant,"MP Moyer, J Bradley Aust - In vitro cellular & developmental biology, 1987 - Springer","Phenotypic changes (increased longevity, decreased growth factor requirements, altered cell
surface features, growth in semisolid agarose, and SV40 T antigen expression) suggesting …","Moyer, M. P., & Bradley Aust, J. (1987). Phenotypic changes and gene expression in human colon mucosal epithelial cells upon transfection of a SV40 DNA-GPT recombinant. In vitro cellular & developmental biology, 23, 141-146.",被引用次数：8,没有链接
"The general particle tracer code: Design, implementation and application.",SB Van der Geer - 2003 - elibrary.ru,"… GPT can be adapted to specific needs, an essential feature in a research environment. Apart
from developing GPT, … Our GPT simulations show that the design produces bunches with a …","Van der Geer, S. B. (2003). The general particle tracer code: Design, implementation and application.",被引用次数：8,没有链接
[PDF] Automatic Arabic Poem Generation with GPT-2.,"MEG Beheitt, MBH Hmida - ICAART (2), 2022 - researchgate.net","… GPT-2-based English poem generation represents the main motivation of our work. In the
following we detail how we built a GPT-2… In this paper, we use the small version of GPT2 model …","Beheitt, M. E. G., & Hmida, M. B. H. (2022). Automatic Arabic Poem Generation with GPT-2. In ICAART (2) (pp. 366-374).",被引用次数：8,https://www.researchgate.net/profile/Mohamed-El-Ghaly-Beheitt/publication/358654229_Automatic_Arabic_Poem_Generation_with_GPT-2/links/62bc30b460e77b7db83d09b3/Automatic-Arabic-Poem-Generation-with-GPT-2.pdf
"Serum levels of GOT, GPT, and OCT enzymes in goats infected with Cysticercus tenuicollis","KML Pathak, SNS Gaur - Veterinary Parasitology, 1981 - Elsevier","SGOT, SGPT and SOCT levels increased significantly in young goats infected with 5000
eggs of Taenia hydatigena. These enzymes showed an increase on Day 10 of infection and …","Pathak, K. M. L., & Gaur, S. N. S. (1981). Serum levels of GOT, GPT, and OCT enzymes in goats infected with Cysticercus tenuicollis. Veterinary Parasitology, 8(1), 95-97.",被引用次数：8,没有链接
A medium-term gpt delta rat model as an in vivo system for analysis of renal carcinogenesis and the underlying mode of action,"K Matsushita, Y Ishii, S Takasu, K Kuroda… - Experimental and …, 2015 - Elsevier","… to develop a new medium-term gpt delta rat model (the GNP … Six-week-old female gpt delta
rats were treated with test … DEN injection, followed by gpt assays using excised kidney tissues…","Matsushita, K., Ishii, Y., Takasu, S., Kuroda, K., Kijima, A., Tsuchiya, T., ... & Umemura, T. (2015). A medium-term gpt delta rat model as an in vivo system for analysis of renal carcinogenesis and the underlying mode of action. Experimental and Toxicologic Pathology, 67(1), 31-39.",被引用次数：8,没有链接
Towards Zero-Shot and Few-Shot Table Question Answering using GPT-3,"P Srivastava, T Ganu, S Guha - arXiv preprint arXiv:2210.17284, 2022 - arxiv.org","… We present very early results on using GPT-3 to perform question answering on tabular
data. We find that stock pre-trained GPT-3 is able to zero-shot learn the table structure from a …","Srivastava, P., Ganu, T., & Guha, S. (2022). Towards Zero-Shot and Few-Shot Table Question Answering using GPT-3. arXiv preprint arXiv:2210.17284.",被引用次数：8,https://arxiv.org/pdf/2210.17284
An Analysis of GPT-3's Performance in Grammatical Error Correction,"S Coyne, K Sakaguchi - arXiv preprint arXiv:2303.14342, 2023 - arxiv.org","GPT-3 models are very powerful, achieving high performance on a variety of natural … To
address this, we perform experiments testing the capabilities of a GPT-3 model (text-davinci-003) …","Coyne, S., & Sakaguchi, K. (2023). An Analysis of GPT-3's Performance in Grammatical Error Correction. arXiv preprint arXiv:2303.14342.",被引用次数：8,https://arxiv.org/pdf/2303.14342
GPT-2C: A GPT-2 parser for Cowrie honeypot logs,"F Setianto, E Tsani, F Sadiq, G Domalis… - arXiv preprint arXiv …, 2021 - arxiv.org","… In this paper, we present a run-time system (GPT-2C) that leverages large pre-trained models
(GPT-2) to parse dynamic logs generate by a Cowrie SSH honeypot. Our fine-tuned model …","Setianto, F., Tsani, E., Sadiq, F., Domalis, G., Tsakalidis, D., & Kostakos, P. (2021). GPT-2C: A GPT-2 parser for Cowrie honeypot logs. arXiv preprint arXiv:2109.06595.",被引用次数：8,https://arxiv.org/pdf/2109.06595
"The total synthesis of sarmentosin, a potent GPT lowering agent","G Chu, Q Zhou, D Bai - Bioorganic & Medicinal Chemistry Letters, 1993 - Elsevier","The first total synthesis of sarmentosin (1), a potent GPT lowering agent was accomplished
from compound 2 via a reaction sequence of 8 steps in an overall yield of 5.8%.","Chu, G., Zhou, Q., & Bai, D. (1993). The total synthesis of sarmentosin, a potent GPT lowering agent. Bioorganic & Medicinal Chemistry Letters, 3(6), 1343-1344.",被引用次数：12,https://www.academia.edu/download/50180330/s0960-894x_2800_2980344-320161107-1390-i0gouz.pdf
GPT detectors are biased against non-native English writers,"W Liang, M Yuksekgonul, Y Mao, E Wu… - arXiv preprint arXiv …, 2023 - arxiv.org","… GPT detectors on writing samples from native and non-native English writers. We uncover a
concerning pattern: GPT … Further investigation reveals that simply prompting GPT to generate …","Liang, W., Yuksekgonul, M., Mao, Y., Wu, E., & Zou, J. (2023). GPT detectors are biased against non-native English writers. arXiv preprint arXiv:2304.02819.",被引用次数：12,https://arxiv.org/pdf/2304.02819
Modelling of the EMMA NS-FFAG injection line using GPT,"RTP D'Arcy, J Jones, BD Muratori, DJ Holder - 2010 - cds.cern.ch","… Consequently the particle tracking software used must incorporate the ability to model the
effects of space-charge; thus GPT was chosen. This paper is an account of the GPT modelling …","D’Arcy, R. T. P., Jones, J., Muratori, B. D., & Holder, D. J. (2010). Modelling of the EMMA NS-FFAG injection line using GPT (No. EuCARD-CON-2010-051).",被引用次数：12,https://cds.cern.ch/record/1306177/files/EuCARD-CON-2010-051.pdf
GPT-4 underlines mismatch on AI policy and innovation,"Oxford Analytica - Emerald Expert Briefings, 2023 - emerald.com","… INT: Microsoft-backed technology firm OpenAI yesterday launched a large-scale,
multimodal model GPT-4, its successor to the artificial intelligence (AI) chatbot ChatGPT …","Oxford Analytica. (2023). GPT-4 underlines mismatch on AI policy and innovation. Emerald Expert Briefings, (oxan-es).",被引用次数：12,没有链接
The potential impact of ChatGPT/GPT-4 on surgery: will it topple the profession of surgeons?,"K Cheng, Z Sun, Y He, S Gu, H Wu - International Journal of …, 2023 - journals.lww.com","… from OpenAI team, ChatGPT/GPT-4 exhibited human-level … potential impact of ChatGPT,
especially GPT-4 on the field of … potential applications of ChatGPT/GPT-4 in multiple aspects of …","Cheng, K., Sun, Z., He, Y., Gu, S., & Wu, H. (2023). The potential impact of ChatGPT/GPT-4 on surgery: will it topple the profession of surgeons?. International Journal of Surgery, 10-1097.",被引用次数：12,https://journals.lww.com/international-journal-of-surgery/_layouts/15/oaks.journals/downloadpdf.aspx?an=01279778-990000000-00268
Transcription in oocytes of highly methylated rDNA from Xenopus laevis sperm,"D Macleod, A Bird - Nature, 1983 - nature.com","… are a maximum of two copies of the gpt gene per cell when maintained in the … gpt-containing
molecules. As might be expected, growth in non-selective medium results in loss of the gpt …","Macleod, D., & Bird, A. (1983). Transcription in oocytes of highly methylated rDNA from Xenopus laevis sperm. Nature, 306(5939), 200-203.",被引用次数：12,没有链接
GPT-PINN: Generative Pre-Trained Physics-Informed Neural Networks toward non-intrusive Meta-learning of parametric PDEs,"Y Chen, S Koohy - arXiv preprint arXiv:2303.14878, 2023 - arxiv.org","… In this paper, we propose the Generative Pre-Trained PINN (GPT-PINN) to mitigate both
challenges in the setting of parametric PDEs. GPT-PINN represents a brand-new meta-learning …","Chen, Y., & Koohy, S. (2023). GPT-PINN: Generative Pre-Trained Physics-Informed Neural Networks toward non-intrusive Meta-learning of parametric PDEs. arXiv preprint arXiv:2303.14878.",被引用次数：12,https://arxiv.org/pdf/2303.14878
Evaluation of the genotoxicity of tamoxifen in the liver and kidney of F344 gpt delta transgenic rat in 3-week and 13-week repeated dose studies,"Y Kawamura, H Hayashi, Y Kurata, K Hiratsuka… - Toxicology, 2013 - Elsevier","… TOR had no effect on MFs (gpt and Spi ? ) in either the liver or the kidney. We conclude that
the gpt delta rat assay in the repeated-dose treatment paradigm is sensitive enough to detect …","Kawamura, Y., Hayashi, H., Kurata, Y., Hiratsuka, K., Masumura, K., & Nohmi, T. (2013). Evaluation of the genotoxicity of tamoxifen in the liver and kidney of F344 gpt delta transgenic rat in 3-week and 13-week repeated dose studies. Toxicology, 312, 56-62.",被引用次数：12,没有链接
Application of the GPT system in paternity cases,"B Olaisen - Human Heredity, 1975 - karger.com","… GPT when stored at room temperatures. 206 Olaisen The purpose of this study was to test the
reproducibility of GPT typings, the influence on GPT … of individual GPT phenotypes. Further …","Olaisen, B. (1975). Application of the GPT system in paternity cases. Human Heredity, 25(3), 204-217.",被引用次数：12,没有链接
"… by 2, 4-diaminotoluene and 2, 6-diaminotoluene in liver of F344 gpt delta transgenic rat dosed for 28 days: a collaborative study of the gpt delta transgenic rat …","H Sui, R Ohta, T Shiragiku, A Akahori… - Genes and …, 2012 - jstage.jst.go.jp","… In this study, TGR assays using F344 gpt delta transgenic … Male F344 gpt delta transgenic
rats were orally treated with 2,… frequencies (MFs) of the gpt gene in the livers were studied. As a …","Sui, H., Ohta, R., Shiragiku, T., Akahori, A., Suzuki, K., Nakajima, M., ... & Nohmi, T. (2012). Evaluation of in vivo mutagenicity by 2, 4-diaminotoluene and 2, 6-diaminotoluene in liver of F344 gpt delta transgenic rat dosed for 28 days: a collaborative study of the gpt delta transgenic rat mutation assay. Genes and Environment, 34(1), 25-33.",被引用次数：12,https://www.jstage.jst.go.jp/article/jemsge/34/1/34_1_25/_pdf
Call processing system for controlling connections in a communications system,"HM Blair, GR Dent, JW Cutler, C Hoogendoorn… - US Patent …, 1997 - Google Patents","In the development of development systems, efforts are being made to design software
systems which are as modular as possible for controlling the switching system. Efforts are also …","Blair, H. M., Dent, G. R., Cutler, J. W., Hoogendoorn, C., Schiessl, H., & Schessel, L. E. (1997). U.S. Patent No. 5,600,640. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：76,https://patentimages.storage.googleapis.com/38/35/f9/1d0d5a146162c8/US5600640.pdf
Implicit causality in GPT-2: a case study,"H Huynh, TO Lentz, E van Miltenburg - arXiv preprint arXiv:2212.04348, 2022 - arxiv.org","… by GPT-2 based on the prompts described in Section 2. Our results above suggest that GPT-…
controlled subset of the continuations generated by GPT-2.IRB approval was obtained prior …","Huynh, H., Lentz, T. O., & van Miltenburg, E. (2022). Implicit causality in GPT-2: a case study. arXiv preprint arXiv:2212.04348.",被引用次数：76,https://arxiv.org/pdf/2212.04348
Language models are few-shot learners,"T Brown, B Mann, N Ryder… - Advances in neural …, 2020 - proceedings.neurips.cc","… GPT-3 achieves strong performance on many NLP datasets, including translation, question-…
where GPT3’s few-shot learning still struggles, as well as some datasets where GPT-3 faces …","Brown, T., Mann, B., Ryder, N., Subbiah, M., Kaplan, J. D., Dhariwal, P., ... & Amodei, D. (2020). Language models are few-shot learners. Advances in neural information processing systems, 33, 1877-1901.",被引用次数：76,https://proceedings.neurips.cc/paper/2020/file/1457c0d6bfcb4967418bfb8ac142f64a-Paper.pdf
Graft remodeling following transcrestal sinus floor elevation via the gel-pressure technique (GPT) and pasteous nano-crystalline hydroxyapatite bone substitute,"B Pommer, E Unger, D Busenlechner, R Haas… - Materials, 2015 - mdpi.com","Bone grafting of the maxillary sinus is attempted to compensate for sinus pneumatization
and permit reliable insertion of endosseous dental implants for prosthetic rehabilitation. The …","Pommer, B., Unger, E., Busenlechner, D., Haas, R., Mailath-Pokorny, G., Fürhauser, R., & Watzek, G. (2015). Graft remodeling following transcrestal sinus floor elevation via the gel-pressure technique (GPT) and pasteous nano-crystalline hydroxyapatite bone substitute. Materials, 8(6), 3210-3220.",被引用次数：76,https://www.mdpi.com/1996-1944/8/6/3210/pdf
"cDNA cloning, genomic structure, chromosomal mapping, and functional expression of a novel human alanine aminotransferase","RZ Yang, G Blaileanu, BC Hansen, AR Shuldiner… - Genomics, 2002 - Elsevier","… Two ALT isoenzymes are known to exist, but only one ALT gene has been cloned, GPT. In
this study, we cloned a homolog of GPT and named it GPT2, and the corresponding protein …","Yang, R. Z., Blaileanu, G., Hansen, B. C., Shuldiner, A. R., & Gong, D. W. (2002). cDNA cloning, genomic structure, chromosomal mapping, and functional expression of a novel human alanine aminotransferase. Genomics, 79(3), 445-450.",被引用次数：76,没有链接
Effects of dietary protein to energy ratio and N-Phy P levels on nitrogen and phosphorus excretion and activities of GOT and GPT in Eriocheir sinensis,"L Shi-mai, L Li, Y Yuan-tu, Y Heng… - Zhongguo Shui Chan ke …, 2001 - europepmc.org","Three diets were deigned on the basis of different dietary protein to energy ratios (P/E) and I}
Phy-P levels, which were IP/E 27. 10, N-Phy-P mass fractio 1. 52%; II 29. 93, 1. 98%; and III …","Shi-mai, L., Li, L., Yuan-tu, Y., Heng, Y., & Ji-shu, Z. (2001). Effects of dietary protein to energy ratio and N-Phy P levels on nitrogen and phosphorus excretion and activities of GOT and GPT in Eriocheir sinensis. Zhongguo Shui Chan ke xue= Journal of Fishery Sciences of China, 8(4), 62-66.",被引用次数：76,没有链接
… of oxygen reduction reaction selectivity and specific area of porous electrode related to the oxygen reduction reaction ranging from 2 m2 gPt? 1 to 310 m2 gPt? 1,"X Cheng, F Volatron, E Pardieu, A Borta, G Carrot… - Electrochimica …, 2013 - Elsevier","Our recent paper has reported the determination of diffusion area, A Diff O 2 , related to oxygen
reduction reaction (ORR) in porous electrodes structures based on Platinum Organically …","Cheng, X., Volatron, F., Pardieu, E., Borta, A., Carrot, G., Reynaud, C., ... & Perez, H. (2013). Nanocomposite electrodes based on pre-synthesized organically grafted platinum nanoparticles and carbon nanotubes. III: Determination of oxygen reduction reaction selectivity and specific area of porous electrode related to the oxygen reduction reaction ranging from 2 m2 gPt? 1 to 310 m2 gPt? 1. Electrochimica Acta, 89, 1-12.",被引用次数：76,https://www.osti.gov/etdeweb/biblio/22238547
"ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models","Y Liu, Z Zhang, W Zhang, S Yue, X Zhao… - arXiv preprint arXiv …, 2023 - arxiv.org","… to identify GPT-generated texts. English instructors distinguish human- and GPT-authored
essays … ? In terms of syntactic and lexical complexity, we find that the best GPT models produce …","Liu, Y., Zhang, Z., Zhang, W., Yue, S., Zhao, X., Cheng, X., ... & Hu, H. (2023). ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models. arXiv preprint arXiv:2304.07666.",被引用次数：76,https://arxiv.org/pdf/2304.07666
A Primer on Deep Reinforcement Learning for Finance,"J Osterrieder, C GPT - Available at SSRN 4316650, 2023 - papers.ssrn.com","Deep reinforcement learning (DRL) is a powerful and emerging technique for solving
complex decision-making problems by learning from experience and interaction with an …","Osterrieder, J., & GPT, C. (2023). A Primer on Deep Reinforcement Learning for Finance. Available at SSRN 4316650.",被引用次数：76,没有链接
GPT is becoming a Turing machine: Here are some ways to program it,"A Jojic, Z Wang, N Jojic - arXiv preprint arXiv:2303.14310, 2023 - arxiv.org","We demonstrate that, through appropriate prompting, GPT-3 family of models can be
triggered to perform iterative behaviours necessary to execute (rather than just write or recall) …","Jojic, A., Wang, Z., & Jojic, N. (2023). GPT is becoming a Turing machine: Here are some ways to program it. arXiv preprint arXiv:2303.14310.",被引用次数：76,https://arxiv.org/pdf/2303.14310
Large Language Models as Master Key: Unlocking the Secrets of Materials Science with GPT,"T Xie, Y Wa, W Huang, Y Zhou, Y Liu, Q Linghu… - arXiv preprint arXiv …, 2023 - arxiv.org","… In section 4.1 and 4.2, we compare performance of our finetuned model and original GPT-3.5 …
It is known that GPT-3.5 is more powerful than GPT-3, but our model finetuned on GPT-3 …","Xie, T., Wa, Y., Huang, W., Zhou, Y., Liu, Y., Linghu, Q., ... & Hoex, B. (2023). Large Language Models as Master Key: Unlocking the Secrets of Materials Science with GPT. arXiv preprint arXiv:2304.02213.",被引用次数：5,https://arxiv.org/pdf/2304.02213
GPT Polymorphism in the Population of Bologna and Linkage Analysis with Beta-Thalassaemia,"F Facchini, G Gruppioni, F Veronesi-Martuzzi… - Human Heredity, 1980 - karger.com","… The frequencies of the alleles were: GPT 1 = 0.545 and GPT … activity is higher in GPT 1
than in GPT 2 while the activity is intermediate in the heterozygous phenotype GPT 1–2. …","Facchini, F., Gruppioni, G., Veronesi-Martuzzi, F., & Zannotti, M. (1980). GPT Polymorphism in the Population of Bologna and Linkage Analysis with Beta-Thalassaemia. Human Heredity, 30(1), 54-57.",被引用次数：5,没有链接
Carcinogenic nickel silences gene expression by chromatin condensation and DNA methylation: a new model for epigenetic carcinogens,"YW Lee, CB Klein, B Kargacin, K Salnikow… - … and Cellular Biology, 1995 - Am Soc Microbiol","… are important in regulating gpt gene expression in the G12 cells as evidenced by increased
DNA methylation detected at some sites within the gpt sequence and within the ffanking …","Lee, Y. W., Klein, C. B., Kargacin, B., Salnikow, K., Kitahara, J., Dowjat, K., ... & Costa, M. (1995). Carcinogenic nickel silences gene expression by chromatin condensation and DNA methylation: a new model for epigenetic carcinogens. Molecular and Cellular Biology, 15(5), 2547-2557.",被引用次数：5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC230485/pdf/152547.pdf
The relationship between fatty liver and hyperinsulinemia in obese Japanese children,"T Kawasaki, N Hashimoto, T Kikuchi… - Journal of pediatric …, 1997 - journals.lww.com","… for GPT as a function of IRI alone accounted for 24.2% of the total variance of … with GPT
(Step 1), showing a correlation coefficient of 0.492 (p < 0.001). The predictive equation for GPT as …","Kawasaki, T., Hashimoto, N., Kikuchi, T., Takahashi, H., & Uchiyama, M. (1997). The relationship between fatty liver and hyperinsulinemia in obese Japanese children. Journal of pediatric gastroenterology and nutrition, 24(3), 317-321.",被引用次数：5,没有链接
"The serum activities of AP, gamma-GT, GLDH, GPT and CHE after complete biliary obstruction and choledochocaval fistula in the rat","H Putzki, B Reichert, H Heymann - Clinica chimica acta, 1989 - Elsevier","… The rise of GPT activity in CCF is of a lesser degree than in … GPT also rises significantly both
after CBO and CCF, but in … GPT rises after CBO and CCF, too, but the lower level of activity …","Putzki, H., Reichert, B., & Heymann, H. (1989). The serum activities of AP, gamma-GT, GLDH, GPT and CHE after complete biliary obstruction and choledochocaval fistula in the rat. Clinica chimica acta, 181(1), 81-85.",被引用次数：5,没有链接
Use of GPT for stabilization and acceleration of search mechanisms in industrial core computations,"R van Geemert - Annals of Nuclear Energy, 2020 - Elsevier","… means that the potential merits of GPT have mostly remained unexplored and undeployed.
… GPT usage in workhorse industrial 3D nodal core computations is to keep the GPT’s added …","van Geemert, R. (2020). Use of GPT for stabilization and acceleration of search mechanisms in industrial core computations. Annals of Nuclear Energy, 136, 107013.",被引用次数：5,没有链接
Garden-Path Traversal within GPT-2,"W Jurayj, W Rudman, C Eickhoff - arXiv preprint arXiv:2205.12302, 2022 - arxiv.org","… so we instead analyze its predecessor GPT-2, which uses … GPT-2’s traversal of garden path
constructs can be easily generalized to study any large decoder-based model, including GPT…","Jurayj, W., Rudman, W., & Eickhoff, C. (2022). Garden-Path Traversal within GPT-2. arXiv preprint arXiv:2205.12302.",被引用次数：5,https://arxiv.org/pdf/2205.12302
"The serum activities of AP, gamma-GT, GlDH and GPT after bile duct obstruction and ethionine in the rat.","H Putzki, B Reichert - Gastroenterologisches Journal: Organ der …, 1990 - europepmc.org","The increase of activity of the enzymes AP, Gamma-GT, GlDH and GPT was investigated in
this study with regard to its pathomechanism. The increase of AP is known to be caused by a …","Putzki, H., & Reichert, B. (1990). The serum activities of AP, gamma-GT, GlDH and GPT after bile duct obstruction and ethionine in the rat. Gastroenterologisches Journal: Organ der Gesellschaft fur Gastroenterologie der DDR, 50(1), 50-52.",被引用次数：5,没有链接
In-situ hydraulic properties of unbound aggregate layers measured using gas permeameter test (GPT) device,"Y Xiao, E Tutumluer, M Moaveni - Airfield and Highway Pavement …, 2013 - ascelibrary.org","… This study investigated the use of such a portable GPT device in measuring in-situ hydraulic
… aggregate base/subbase materials through the portable GPT device; (ii) establish statistical …","Xiao, Y., Tutumluer, E., & Moaveni, M. (2013). In-situ hydraulic properties of unbound aggregate layers measured using gas permeameter test (GPT) device. In Airfield and Highway Pavement 2013: Sustainable and Efficient Pavements (pp. 1370-1385).",被引用次数：5,没有链接
Navigating Complexity in Software Engineering: A Prototype for Comparing GPT-n Solutions,"C Treude - arXiv preprint arXiv:2301.12169, 2023 - arxiv.org","… This example also highlights the limitations of the current GPT-3 … GPTCOMPARE for the
same prompt. Our prototype, by default, displays the first five solutions generated by GPT-3 for a …","Treude, C. (2023). Navigating Complexity in Software Engineering: A Prototype for Comparing GPT-n Solutions. arXiv preprint arXiv:2301.12169.",被引用次数：5,https://arxiv.org/pdf/2301.12169
"Inactivation of a transfected gene in human fibroblasts can occur by deletion, amplification, phenotypic switching, or methylation","MM Gebara, C Drevon, SA Harcourt… - … and Cellular Biology, 1987 - Taylor & Francis","… In four of the remaining five lines, the Gpt- phenotype was correlated with reduced levels of
… of the gpt gene, and it was possible to reactivate the gpt gene. In one Gpt- line, gpt mRNA …","Gebara, M. M., Drevon, C., Harcourt, S. A., Steingrimsdottir, H., James, M. R., Burke, J. F., ... & Lehmann, A. R. (1987). Inactivation of a transfected gene in human fibroblasts can occur by deletion, amplification, phenotypic switching, or methylation. Molecular and Cellular Biology, 7(4), 1459-1464.",被引用次数：64,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC365234/pdf/molcellb00076-0157.pdf
[HTML] Prospective Role of Chat GPT in the Military: According to ChatGPT,"S Biswas - Qeios, 2023 - qeios.com","ChatGPT, a large language model developed by OpenAI, has the potential to play a role in
a wide range of military applications such as automated target recognition, military robotics, …","Biswas, S. (2023). Prospective Role of Chat GPT in the Military: According to ChatGPT. Qeios.",被引用次数：64,https://www.qeios.com/read/8WYYOD
Construction of a selectable nef-defective live-attenuated human immunodeficiency virus expressing Escherichia coli gpt gene,"A Tanuri, LJ da Costa, R Brindeiro, CA Ramos, CP Pau… - Virology, 2000 - Elsevier","… recombinant demonstrate a high genetic stability for the gpt marker in a retroviral framework…
, the gpt marker was stable for more than 45 days in continuous passage. Perhaps the gpt …","Tanuri, A., da Costa, L. J., Brindeiro, R., Ramos, C. A., Pau, C. P., & Rayfield, M. A. (2000). Construction of a selectable nef-defective live-attenuated human immunodeficiency virus expressing Escherichia coli gpt gene. Virology, 268(1), 79-86.",被引用次数：64,https://www.sciencedirect.com/science/article/pii/S0042682299901459/pdf?md5=8d9742ae62e1a95d546aa97508470d98&pid=1-s2.0-S0042682299901459-main.pdf
[HTML] Does GPT-3 qualify as a co-author of a scientific paper publishable in peer-review journals according to the ICMJE criteria? A case study,"A Osmanovic-Thunstr?m, S Steingrimsson - Discover Artificial Intelligence, 2023 - Springer","… an LLM such as GPT-3 be a … (GPT-3) as the main author [12]. The focus of the paper was
to explore to what extent the system ie GPT-3 could write an academic thesis on the topic of GPT…","Osmanovic-Thunstr?m, A., & Steingrimsson, S. (2023). Does GPT-3 qualify as a co-author of a scientific paper publishable in peer-review journals according to the ICMJE criteria? A case study. Discover Artificial Intelligence, 3(1), 12.",被引用次数：64,https://link.springer.com/article/10.1007/s44163-023-00055-7
The role of electricity in industrial development,"N Rosenberg - The Energy Journal, 1998 - iaee.org","… coming to be called “General Purpose Technologies” (GPT). Th’e central idea is that there
… in the GPT. These complementarities magnify the effects of innovation in the GPT, and help …","Rosenberg, N. (1998). The role of electricity in industrial development. The Energy Journal, 19(2).",被引用次数：64,没有链接
Building a 'Sicko'AI: AIBO: An emotionally intelligent artificial intelligent GPT-2 AI Brainwave Opera,"E Pearlman - ACM International Conference on Interactive Media …, 2021 - dl.acm.org","… This paper discusses certain aspects involved in creating the GPT-2 … GPT-3, not available
when the opera AIBO was developed, has been updated to be even more convincing than GPT…","Pearlman, E. (2021, June). Building a ‘Sicko’AI: AIBO: An emotionally intelligent artificial intelligent GPT-2 AI Brainwave Opera. In ACM International Conference on Interactive Media Experiences (pp. 205-207).",被引用次数：64,没有链接
Data Communication System using encrypted data packets,"AR White - US Patent 5,303,303, 1994 - Google Patents","Data is encrypted for transmission over non-secure communication by providing data with a
header and a trailer portion containing the full information as to the sender and recipient of …","White, A. R. (1994). U.S. Patent No. 5,303,303. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：64,https://patentimages.storage.googleapis.com/pdfs/US5303303.pdf
Construction and use of a human immunodeficiency virus vector for analysis of virus infectivity,"KA Page, NR Landau, DR Littman - Journal of virology, 1990 - Am Soc Microbiol","… HIV-gpt will prove to be a useful vector for a variety of purposes. We have used HIV-gpt to …
be resistant to infection with HIV-gpt which carried gpl60 env but could be infected with HIV-…","Page, K. A., Landau, N. R., & Littman, D. R. (1990). Construction and use of a human immunodeficiency virus vector for analysis of virus infectivity. Journal of virology, 64(11), 5270-5276.",被引用次数：64,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC248565/pdf/jvirol00066-0048.pdf
Action-GPT: Leveraging Large-scale Language Models for Improved and Generalized Zero Shot Action Generation,"SS Kalakonda, S Maheshwari… - arXiv preprint arXiv …, 2022 - arxiv.org","We introduce Action-GPT, a plug and play framework for incorporating Large Language
Models (LLMs) into text-based action generation models. Action phrases in current motion …","Kalakonda, S. S., Maheshwari, S., & Sarvadevabhatla, R. K. (2022). Action-GPT: Leveraging Large-scale Language Models for Improved and Generalized Zero Shot Action Generation. arXiv preprint arXiv:2211.15603.",被引用次数：64,https://arxiv.org/pdf/2211.15603
Building grounded practical theory in applied communication research: Introduction to the special issue,"RT Craig, K Tracy - Journal of Applied Communication Research, 2014 - Taylor & Francis","… GPT. This introductory essay begins with an overview of GPT, followed by a comparison of
GPT … Then, we describe the conceptual and scope challenges for GPT that recent applications …","Craig, R. T., & Tracy, K. (2014). Building grounded practical theory in applied communication research: Introduction to the special issue. Journal of Applied Communication Research, 42(3), 229-243.",被引用次数：64,没有链接
