标题,"简写作者,期刊,时间,出版商",简写摘要,引用,被引用次数,文献链接
[PDF] GPT: a tool for planning with uncertainty and partial information,"B Bonet, H Geffner - Proc. IJCAI-01 Workshop on Planning with Uncertainty …, 2001 - Citeseer","… We describe the GPT system and its utilization over a number of examples. GPT (General …
4, we show GPT’s language with an example and give an overview of its syntax. At the end, …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""d4e2bd18-ac10-4815-bc48-baecad6d431a"")>",被引用次数：31,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b0fe9cf6f8a8926e8a723942b0e41aacab479a66
"Kaikasaponin III and Soyasaponin I, Major Triterpene Saponins of Abrus cantoniensis, act on GOT and GPT: Influence on Transaminase Elevation of Rat Liver Cells …","H Miyao, T Arao, M Udayama, J Kinjo… - Planta Medica, 1998 - thieme-connect.com","… the levels of glutamic pyruvic transaminase (GPT) and glutamic oxaloacetic transaminase
(GOT). Soyasaponin I inhibited the elevation of GOT and GPT activities. The activities were …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""e87efadd-3461-4f34-b792-571e6717aa05"")>",被引用次数：31,没有链接
GPT: an Excel spreadsheet for thermobarometric calculations in metapelitic rocks,"J Reche, FJ Martinez - Computers & Geosciences, 1996 - Elsevier","… In its present version, GPT mainly is oriented to pelitic or quartzo-feldspatic … of each that
are now supported by GPT. Mineral analyses easily can be imported into GPT (Fig. 1). Three …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""a0f0756d-6c87-4368-970f-26717f6d5ea5"")>",被引用次数：31,没有链接
[HTML] Considering the possibilities and pitfalls of Generative Pre-trained Transformer 3 (GPT-3) in healthcare delivery,"DM Korngiebel, SD Mooney - NPJ Digital Medicine, 2021 - nature.com","… GPT-3 and other technologies are getting close to passing a Turing Test, an assessment
of … recently acquired an exclusive license from OpenAI for GPT-3 5 . As with so many …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""56a04f8f-d25d-4a6e-9478-a8a952f25da0"")>",被引用次数：31,https://www.nature.com/articles/s41746-021-00464-x
Molecular analysis of spontaneous mutations at the gpt locus in Chinese hamster ovary (AS52) cells,"KR Tindall, LF Stankowski Jr - Mutation Research/Reviews in Genetic …, 1989 - Elsevier","… The gpt locus in AS52 cells is extremely stable, giving rise to … gpt sequences in vitro. The
PCR product was then sequenced without further cloning manipulations to directly identify gpt …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""97c6912f-8041-40c9-840c-0e92a7e3e65f"")>",被引用次数：31,没有链接
"Heavy‐ion‐induced mutations in the gpt delta transgenic mouse: Comparison of mutation spectra induced by heavy‐ion, X‐ray, and γ‐ray radiation","K Masumura, K Kuniya, T Kurobe… - Environmental and …, 2002 - Wiley Online Library","… by heavy particle radiation, gpt delta transgenic mice were … and gpt mutations, respectively.
Two days after 10 Gy of whole‐body irradiation, the mutant frequencies (MFs) of Spi ‐ and gpt …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""abb6f7ed-ffb8-4997-a08e-6b79aa6605b7"")>",被引用次数：31,没有链接
3D space-charge model for GPT simulations of high brightness electron bunches,"SB Van Der Geer, OJ Luiten, MJ De Loos… - Institute of Physics …, 2005 - books.google.com","For the simulation of high-brightness electron bunches, a new 3D space-charge model is
being implemented in the General Particle Tracer (GPT) code. It is based on a non-equidistant …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""f08fd3a1-0888-42bd-9af8-5318fdd7a88e"")>",被引用次数：31,https://inspirehep.net/files/8812f03d97ce7513a5baff557975cf6b#page=109
[PDF] How chat GPT can transform autodidactic experiences and open education,"M Firat - Department of Distance Education, Open Education …, 2023 - researchgate.net","… connect with Chat GPT, and Chat GPT will respond … GPT is often built to be able to manage
multiple concurrent chats with various users. The GPT-3 language model is used by Chat GPT…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""bc44353f-2eeb-4c5b-8102-680397239aed"")>",被引用次数：31,https://www.researchgate.net/profile/Mehmet-Firat-4/publication/367613715_How_Chat_GPT_Can_Transform_Autodidactic_Experiences_and_Open_Education/links/642d1d67ad9b6d17dc37cd53/How-Chat-GPT-Can-Transform-Autodidactic-Experiences-and-Open-Education.pdf
[PDF] Artificial intelligence as the next GPT: A political-economy perspective,"M Trajtenberg - The economics of artificial intelligence: An agenda, 2018 - nber.org","… , be it in services that directly benefit from the growth of the GPT (eg, the venture capital (VC) …
the unfolding GPT (“laggards”), and those in industries where the adoption of the new GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""e688531f-e25e-47c1-916a-71bd132b5e72"")>",被引用次数：53,https://www.nber.org/system/files/chapters/c14025/c14025.pdf
Various S-GOT/S-GPT ratios in nonviral liver disorders and related physical conditions and life-style,"M Mukai, K Ozasa, K Hayashi, K Kawai - Digestive diseases and sciences, 2002 - Springer","… and alcoholic fatty liver, whereas GPT is dominant for those with hepatic … /GPT ratio that
was presented in the above reports and from the patient’s results regarding serum GOT and GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""cac30b4b-9bc7-4921-9e61-445f9e93c9d8"")>",被引用次数：53,没有链接
[HTML] Radiation induced COX-2 expression and mutagenesis at non-targeted lung tissues of gpt delta transgenic mice,"Y Chai, GM Calaf, H Zhou, SA Ghandhi… - British journal of …, 2013 - nature.com","… In this study, we used gpt delta transgenic mouse model to study radiation-induced
mutagenesis in non-targeted tissues after PBIR. In contrast to previous in vivo bystander studies …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""ac6803b1-3885-4fd9-9bfa-57860b2887db"")>",被引用次数：53,https://www.nature.com/articles/bjc2012498
Serum glutamic-oxaloacetic transaminase (GOT) and glutamic-pyruvic transaminase (GPT) levels in children and adolescents with intellectual disabilities,"JD Lin, PY Lin, LM Chen, WH Fang, LP Lin… - Research in …, 2010 - Elsevier","… The present paper aims to provide the profile of GOT and GPT, and their associated … rate
of GOT and GPT were 3.7% and 7.2%, the study indicates the elevated GPT in children and …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""f04e0e62-1ae3-4e70-bc73-0a5ba21e2dc1"")>",被引用次数：53,没有链接
Synthetic Biological Signals Machine-generated by GPT-2 improve the Classification of EEG and EMG through Data Augmentation,"JJ Bird, M Pritchard, A Fratini, A Ekárt… - IEEE Robotics and …, 2021 - ieeexplore.ieee.org","… We show for the first time that multiple GPT-2 models can machine-generate … GPT-2 generated
EEG data can classify a real EEG dataset at 74.71% accuracy and models trained on GPT-…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""ca8a5eed-e876-42f7-89f9-87f701bbb927"")>",被引用次数：53,https://publications.aston.ac.uk/id/eprint/42292/1/09345373.pdf
Glutamic oxaloacetic transaminase (GOT) and glutamic pyruvic transaminase (GPT) enzyme activities in different tissues of Sarotherodon mossambicus (Peters) …,"M Ramaswamy, P Thangavel… - Pesticide …, 1999 - Wiley Online Library","The activity levels of glutamic oxaloacetic transaminase (GOT) and glutamic pyruvic
transaminase (GPT) enzymes were estimated in liver, muscle and brain tissues of the fish, …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""42c1dc61-95d9-42a5-af16-8fa10ef6f7ac"")>",被引用次数：53,没有链接
GPT-2's activations predict the degree of semantic comprehension in the human brain,"C Caucheteux, A Gramfort, JR King - BioRxiv, 2021 - biorxiv.org","… that the representations of GPT-2 not only … GPT-2’s activations, and correlate this mapping
with subjects’ comprehension scores as assessed for each story. The results show that GPT-2’…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""2303ede2-386f-4973-9ace-9542e8f2f49a"")>",被引用次数：53,https://www.biorxiv.org/content/10.1101/2021.04.20.440622.full.pdf
Leveraging GPT-4 for post hoc transformation of free-text radiology reports into structured reporting: a multilingual feasibility study,"LC Adams, D Truhn, F Busch, A Kader, SM Niehues… - Radiology, 2023 - pubs.rsna.org","… We assessed GPT-4's feasibility for transforming free-text radiology reports into
structured reports through data preparation, template creation, GPT-4 prompting, and …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""cd21881a-650c-4153-bb92-7e030490fb9c"")>",被引用次数：53,没有链接
In vitro rumen methane output of red clover and perennial ryegrass assayed using the gas production technique (GPT),"A Navarro-Villa, M O'Brien, S López, TM Boland… - Animal Feed Science …, 2011 - Elsevier","… The in vitro rumen methane output was assayed using the GPT. … At the time of the in vitro
rumen GPT incubations, sub-samples (2 g) of each feedstuff were oven-dried at 98 C for 48 h for …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""d775dffa-2b85-427c-b05e-c50b6fe67b40"")>",被引用次数：53,没有链接
"Who is GPT-3? An exploration of personality, values and demographics","M Miotto, N Rossberg, B Kleinberg - arXiv preprint arXiv:2209.14338, 2022 - arxiv.org","… GPT-3 to assess its personality, the values it holds and its self-reported demographics. Our
results show that GPT… We provide the first evidence of psychological assessment of the GPT-3 …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""493325e1-e82d-4410-b305-52454e55b74a"")>",被引用次数：53,https://arxiv.org/pdf/2209.14338
Gpt-4 passes the bar exam,"DM Katz, MJ Bommarito, S Gao… - Available at SSRN …, 2023 - papers.ssrn.com","… members of the GPT family and the alpha version of GPT-4 we used for this study. GPT-4
delivers … In addition, GPT-4’s MBE score is not only more than 15% above the minimum passing …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""3dd4ffc7-ad41-49be-b7e2-70a0b638c92d"")>",被引用次数：8,https://www.datascienceassn.org/sites/default/files/GPT-4%20Passes%20the%20Bar%20Exam.pdf
Role of Chat GPT in public health,"SS Biswas - Annals of Biomedical Engineering, 2023 - Springer","ChatGPT, a language model developed by OpenAI, has the potential to play a role in public
health. With its ability to generate human-like text based on large amounts of data, ChatGPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""38f32740-4363-4008-a4f1-4c39fb13351b"")>",被引用次数：8,https://www.researchgate.net/profile/Som-Biswas-2/publication/369269117_Role_of_Chat_GPT_in_Public_Health/links/6412c5a792cfd54f84044415/Role-of-Chat-GPT-in-Public-Health.pdf
BLCU_NLP at SemEval-2019 task 7: An inference chain-based GPT model for rumour evaluation,"R Yang, W Xie, C Liu, D Yu - Proceedings of the 13th international …, 2019 - aclanthology.org","Researchers have been paying increasing attention to rumour evaluation due to the rapid
spread of unsubstantiated rumours on social media platforms, including SemEval 2019 task 7. …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""54cb878e-fbfe-4005-9ecf-b230283d0dd4"")>",被引用次数：8,https://aclanthology.org/S19-2191.pdf
A text generation and prediction system: pre-training on new corpora using BERT and GPT-2,"Y Qu, P Liu, W Song, L Liu… - 2020 IEEE 10th …, 2020 - ieeexplore.ieee.org","… The OpenAI GPT-2 and BERT models are currently widely used language models for text …
This paper will use two new corpora to train OpenAI GPT-2 model, used to generate long …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""9d2d053c-f18c-48f6-8526-7c888f7a5bc2"")>",被引用次数：8,没有链接
Spectra of gpt mutations in ethylnitrosourea‐treated and untreated transgenic mice,"K Masumura, M Matsui, M Katoh… - Environmental and …, 1999 - Wiley Online Library","… frequency of gpt in bone marrow. Here, we report the mutation spectra of the gpt gene
recovered from bone marrow of ENU-treated and untreated transgenic mice. In the gpt mutants …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""1db119a1-0441-47d7-a4e9-49860a19310e"")>",被引用次数：8,没有链接
[PDF] Ethics Committees Can Be Unethical: The Chat GPT Response,RW McGee - 2023 - researchgate.net,"This paper addresses the issue of whether Institutional Review Boards (IRBs) act unethically
and abuse their power when they require their employees to first obtain permission in order …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""1ead1fca-1a58-4a3b-9acc-460b61976f4c"")>",被引用次数：8,https://www.researchgate.net/profile/Robert-Mcgee-5/publication/369328145_ETHICS_COMMITTEES_CAN_BE_UNETHICAL_The_ChatGPT_Response/links/6414d563315dfb4cce89e828/ETHICS-COMMITTEES-CAN-BE-UNETHICAL-The-ChatGPT-Response.pdf
Site-Specific In Vivo Mutagenicity in the Kidney of gpt Delta Rats Given a Carcinogenic Dose of Ochratoxin A,"D Hibi, Y Suzuki, Y Ishii, M Jin, M Watanabe… - Toxicological …, 2011 - academic.oup.com","… In the present study, a 13-week exposure of gpt delta rats to OTA at a carcinogenic dose …
gpt mutations caused by OTA exposure, we determined the gpt mutation spectra in the gpt …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""8927d35d-3bc6-4b2e-a0e8-8cc88131b82b"")>",被引用次数：8,https://academic.oup.com/toxsci/article/122/2/406/1681058
GPT. EXE: A powerful tool for the visualization and analysis of general processing tree models,"X Hu, GA Phillips - Behavior Research Methods, Instruments, & …, 1999 - Springer","… This paper introduces GPT.EXE, a computer program for designing and implementing
general processing tree (GPT) models. First, designing and building GPT models using this …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""4e5bb9d8-65ce-4e6a-96c5-0a9367e61d3f"")>",被引用次数：8,https://link.springer.com/content/pdf/10.3758/BF03207714.pdf
Gpt-3 models are poor few-shot learners in the biomedical domain,"M Moradi, K Blagec, F Haberl, M Samwald - arXiv preprint arXiv …, 2021 - arxiv.org","… transformer language models, ie GPT-3 and BioBERT, in few-… Although GPT-3 had already
achieved near state-of-the-art … is orders of magnitude smaller than GPT-3. Regarding that …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""fc6e3e72-9dee-4956-885a-d66c9c750308"")>",被引用次数：8,https://arxiv.org/pdf/2109.02555
"Chat2vis: Generating data visualisations via natural language using chatgpt, codex and gpt-3 large language models","P Maddigan, T Susnjak - arXiv preprint arXiv:2302.02094, 2023 - arxiv.org","… language models (LLMs) such as ChatGPT and GPT-3 to convert free-form natural language
… This work compares the performance of GPT-3, Codex and ChatGPT across a number of …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""744aebcb-2896-452e-910c-2240afacb222"")>",被引用次数：8,https://arxiv.org/pdf/2302.02094
Insertion of the bacterial gpt gene into the germ line of mice by retroviral infection.,"D Jähner, K Haase, R Mulligan… - Proceedings of the …, 1985 - National Acad Sciences","Mouse substrains genetically transmitting the exogenous Moloney murine leukemia virus (Mo-MuLV)
at a single locus have been derived previously by infection of preimplantation …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""753a6a8c-44ad-4785-b5a6-e0c796aa2eae"")>",被引用次数：148,https://www.pnas.org/doi/pdf/10.1073/pnas.82.20.6927
"GPT‐Driven, Endogenous Growth","KI Carlaw, RG Lipsey - The Economic Journal, 2006 - academic.oup.com","… First, we follow all of the first generation GPT models in assuming that there is only one
GPT in existence at any one time. This gives the growth process a more homogeneous …",补全,被引用次数：148,没有链接
